x-axis,V2,I2,P2
-2.66100E+00,+5.45662E+00,+719.20E-03,+3.92381E+00
-2.66000E+00,+5.45830E+00,+724.00E-03,+3.95203E+00
-2.65900E+00,+5.45420E+00,+719.98E-03,+3.92615E+00
-2.65800E+00,+5.45651E+00,+730.68E-03,+3.98662E+00
-2.65700E+00,+5.45687E+00,+720.86E-03,+3.93325E+00
-2.65600E+00,+5.45494E+00,+722.05E-03,+3.93906E+00
-2.65500E+00,+5.45091E+00,+718.77E-03,+3.91877E+00
-2.65400E+00,+5.45530E+00,+724.68E-03,+3.95352E+00
-2.65300E+00,+5.45444E+00,+720.59E-03,+3.93119E+00
-2.65200E+00,+5.45487E+00,+729.44E-03,+3.97844E+00
-2.65100E+00,+5.45338E+00,+726.69E-03,+3.96292E+00
-2.65000E+00,+5.45576E+00,+714.82E-03,+3.89980E+00
-2.64900E+00,+5.45646E+00,+722.16E-03,+3.94126E+00
-2.64800E+00,+5.45822E+00,+723.66E-03,+3.94984E+00
-2.64700E+00,+5.45907E+00,+725.36E-03,+3.96011E+00
-2.64600E+00,+5.45373E+00,+727.88E-03,+3.96938E+00
-2.64500E+00,+5.45275E+00,+719.44E-03,+3.92299E+00
-2.64400E+00,+5.45145E+00,+727.39E-03,+3.96527E+00
-2.64300E+00,+5.45851E+00,+726.14E-03,+3.96302E+00
-2.64200E+00,+5.45323E+00,+710.70E-03,+3.87592E+00
-2.64100E+00,+5.45175E+00,+728.05E-03,+3.96980E+00
-2.64000E+00,+5.45123E+00,+727.63E-03,+3.96584E+00
-2.63900E+00,+5.45664E+00,+723.61E-03,+3.94776E+00
-2.63800E+00,+5.45551E+00,+714.10E-03,+3.89538E+00
-2.63700E+00,+5.45402E+00,+720.70E-03,+3.93086E+00
-2.63600E+00,+5.45402E+00,+726.56E-03,+3.96193E+00
-2.63500E+00,+5.45660E+00,+726.58E-03,+3.96436E+00
-2.63400E+00,+5.45516E+00,+725.89E-03,+3.95907E+00
-2.63300E+00,+5.45175E+00,+725.09E-03,+3.95221E+00
-2.63200E+00,+5.45373E+00,+718.28E-03,+3.91834E+00
-2.63100E+00,+5.45475E+00,+724.89E-03,+3.95394E+00
-2.63000E+00,+5.45463E+00,+730.86E-03,+3.98661E+00
-2.62900E+00,+5.45353E+00,+723.54E-03,+3.94655E+00
-2.62800E+00,+5.45516E+00,+726.74E-03,+3.96473E+00
-2.62700E+00,+5.45434E+00,+724.19E-03,+3.95080E+00
-2.62600E+00,+5.45630E+00,+730.21E-03,+3.98340E+00
-2.62500E+00,+5.45507E+00,+766.93E-03,+4.18352E+00
-2.62400E+00,+5.45166E+00,+810.55E-03,+4.41911E+00
-2.62300E+00,+5.44801E+00,+815.53E-03,+4.44233E+00
-2.62200E+00,+5.45545E+00,+733.58E-03,+4.00248E+00
-2.62100E+00,+5.45969E+00,+731.50E-03,+3.99282E+00
-2.62000E+00,+5.45431E+00,+721.66E-03,+3.93654E+00
-2.61900E+00,+5.45732E+00,+721.76E-03,+3.93968E+00
-2.61800E+00,+5.45630E+00,+718.24E-03,+3.91836E+00
-2.61700E+00,+5.45230E+00,+729.63E-03,+3.97851E+00
-2.61600E+00,+5.45880E+00,+720.14E-03,+3.93132E+00
-2.61500E+00,+5.45055E+00,+730.89E-03,+3.98457E+00
-2.61400E+00,+5.45416E+00,+723.93E-03,+3.94870E+00
-2.61300E+00,+5.45479E+00,+726.01E-03,+3.95916E+00
-2.61200E+00,+5.45658E+00,+727.47E-03,+3.96962E+00
-2.61100E+00,+5.45262E+00,+728.58E-03,+3.97296E+00
-2.61000E+00,+5.45462E+00,+721.36E-03,+3.93409E+00
-2.60900E+00,+5.45555E+00,+719.88E-03,+3.92815E+00
-2.60800E+00,+5.45423E+00,+723.83E-03,+3.94737E+00
-2.60700E+00,+5.45425E+00,+715.58E-03,+3.90285E+00
-2.60600E+00,+5.45527E+00,+723.05E-03,+3.94386E+00
-2.60500E+00,+5.45531E+00,+722.34E-03,+3.94062E+00
-2.60400E+00,+5.45230E+00,+729.86E-03,+3.97957E+00
-2.60300E+00,+5.45660E+00,+728.38E-03,+3.97467E+00
-2.60200E+00,+5.45013E+00,+734.06E-03,+3.99998E+00
-2.60100E+00,+5.45013E+00,+725.54E-03,+3.95459E+00
-2.60000E+00,+5.45137E+00,+731.29E-03,+3.98622E+00
-2.59900E+00,+5.45177E+00,+727.93E-03,+3.96794E+00
-2.59800E+00,+5.45023E+00,+759.30E-03,+4.13908E+00
-2.59700E+00,+5.45288E+00,+719.30E-03,+3.92222E+00
-2.59600E+00,+5.45345E+00,+721.57E-03,+3.93545E+00
-2.59500E+00,+5.45707E+00,+730.49E-03,+3.98668E+00
-2.59400E+00,+5.45441E+00,+716.03E-03,+3.90610E+00
-2.59300E+00,+5.45314E+00,+725.12E-03,+3.95484E+00
-2.59200E+00,+5.45566E+00,+727.32E-03,+3.96742E+00
-2.59100E+00,+5.45418E+00,+713.34E-03,+3.89039E+00
-2.59000E+00,+5.45551E+00,+734.15E-03,+4.00553E+00
-2.58900E+00,+5.44899E+00,+719.32E-03,+3.91980E+00
-2.58800E+00,+5.45287E+00,+721.60E-03,+3.93541E+00
-2.58700E+00,+5.45355E+00,+737.46E-03,+4.02211E+00
-2.58600E+00,+5.45548E+00,+717.97E-03,+3.91758E+00
-2.58500E+00,+5.45433E+00,+711.67E-03,+3.88084E+00
-2.58400E+00,+5.45188E+00,+717.97E-03,+3.91344E+00
-2.58300E+00,+5.45209E+00,+720.89E-03,+3.93086E+00
-2.58200E+00,+5.45470E+00,+733.57E-03,+4.00095E+00
-2.58100E+00,+5.45486E+00,+724.06E-03,+3.95004E+00
-2.58000E+00,+5.45715E+00,+719.68E-03,+3.92823E+00
-2.57900E+00,+5.45249E+00,+725.88E-03,+3.95875E+00
-2.57800E+00,+5.45752E+00,+723.85E-03,+3.95103E+00
-2.57700E+00,+5.45345E+00,+724.54E-03,+3.95178E+00
-2.57600E+00,+5.45173E+00,+719.55E-03,+3.92283E+00
-2.57500E+00,+5.45434E+00,+722.38E-03,+3.93951E+00
-2.57400E+00,+5.45594E+00,+727.45E-03,+3.96837E+00
-2.57300E+00,+5.45603E+00,+724.25E-03,+3.95210E+00
-2.57200E+00,+5.45686E+00,+720.78E-03,+3.93326E+00
-2.57100E+00,+5.45633E+00,+720.50E-03,+3.93067E+00
-2.57000E+00,+5.44905E+00,+721.05E-03,+3.92857E+00
-2.56900E+00,+5.45435E+00,+726.40E-03,+3.96192E+00
-2.56800E+00,+5.45245E+00,+726.23E-03,+3.95977E+00
-2.56700E+00,+5.45520E+00,+731.12E-03,+3.98917E+00
-2.56600E+00,+5.45573E+00,+716.49E-03,+3.90966E+00
-2.56500E+00,+5.45541E+00,+721.46E-03,+3.93575E+00
-2.56400E+00,+5.45030E+00,+722.88E-03,+3.93988E+00
-2.56300E+00,+5.45662E+00,+715.37E-03,+3.90418E+00
-2.56200E+00,+5.45431E+00,+716.75E-03,+3.90977E+00
-2.56100E+00,+5.45305E+00,+730.83E-03,+3.98517E+00
-2.56000E+00,+5.45608E+00,+721.15E-03,+3.93475E+00
-2.55900E+00,+5.45676E+00,+725.88E-03,+3.96057E+00
-2.55800E+00,+5.45670E+00,+724.50E-03,+3.95248E+00
-2.55700E+00,+5.45462E+00,+713.19E-03,+3.88957E+00
-2.55600E+00,+5.45230E+00,+730.15E-03,+3.98067E+00
-2.55500E+00,+5.45682E+00,+720.71E-03,+3.93345E+00
-2.55400E+00,+5.45260E+00,+731.15E-03,+3.98609E+00
-2.55300E+00,+5.45469E+00,+720.34E-03,+3.92905E+00
-2.55200E+00,+5.45131E+00,+728.40E-03,+3.97109E+00
-2.55100E+00,+5.45055E+00,+716.77E-03,+3.90613E+00
-2.55000E+00,+5.45480E+00,+713.25E-03,+3.89083E+00
-2.54900E+00,+5.45543E+00,+721.41E-03,+3.93479E+00
-2.54800E+00,+5.45801E+00,+727.04E-03,+3.96790E+00
-2.54700E+00,+5.45541E+00,+719.65E-03,+3.92548E+00
-2.54600E+00,+5.45622E+00,+726.53E-03,+3.96443E+00
-2.54500E+00,+5.45630E+00,+731.72E-03,+3.99212E+00
-2.54400E+00,+5.45559E+00,+718.07E-03,+3.91809E+00
-2.54300E+00,+5.45553E+00,+724.33E-03,+3.95153E+00
-2.54200E+00,+5.45345E+00,+721.45E-03,+3.93371E+00
-2.54100E+00,+5.45482E+00,+719.39E-03,+3.92441E+00
-2.54000E+00,+5.45744E+00,+726.20E-03,+3.96411E+00
-2.53900E+00,+5.45224E+00,+728.09E-03,+3.96998E+00
-2.53800E+00,+5.45533E+00,+713.26E-03,+3.89008E+00
-2.53700E+00,+5.45425E+00,+717.46E-03,+3.91294E+00
-2.53600E+00,+5.45667E+00,+716.22E-03,+3.90811E+00
-2.53500E+00,+5.45874E+00,+725.93E-03,+3.96285E+00
-2.53400E+00,+5.45429E+00,+723.16E-03,+3.94516E+00
-2.53300E+00,+5.45393E+00,+725.01E-03,+3.95440E+00
-2.53200E+00,+5.45558E+00,+725.41E-03,+3.95810E+00
-2.53100E+00,+5.45872E+00,+719.68E-03,+3.92829E+00
-2.53000E+00,+5.45077E+00,+721.85E-03,+3.93540E+00
-2.52900E+00,+5.45564E+00,+714.37E-03,+3.89726E+00
-2.52800E+00,+5.45644E+00,+721.42E-03,+3.93681E+00
-2.52700E+00,+5.45418E+00,+730.50E-03,+3.98505E+00
-2.52600E+00,+5.45119E+00,+718.63E-03,+3.91787E+00
-2.52500E+00,+5.45514E+00,+725.31E-03,+3.95650E+00
-2.52400E+00,+5.45516E+00,+732.82E-03,+3.99731E+00
-2.52300E+00,+5.45509E+00,+727.35E-03,+3.96738E+00
-2.52200E+00,+5.45377E+00,+806.32E-03,+4.39785E+00
-2.52100E+00,+5.45459E+00,+728.26E-03,+3.97273E+00
-2.52000E+00,+5.45245E+00,+722.90E-03,+3.94221E+00
-2.51900E+00,+5.45625E+00,+717.96E-03,+3.91833E+00
-2.51800E+00,+5.45519E+00,+723.52E-03,+3.94750E+00
-2.51700E+00,+5.45399E+00,+722.97E-03,+3.94272E+00
-2.51600E+00,+5.45274E+00,+717.20E-03,+3.91056E+00
-2.51500E+00,+5.45655E+00,+729.34E-03,+3.97958E+00
-2.51400E+00,+5.45448E+00,+723.84E-03,+3.94893E+00
-2.51300E+00,+5.45650E+00,+716.12E-03,+3.90712E+00
-2.51200E+00,+5.45702E+00,+718.59E-03,+3.92145E+00
-2.51100E+00,+5.45630E+00,+725.12E-03,+3.95574E+00
-2.51000E+00,+5.45648E+00,+713.50E-03,+3.89418E+00
-2.50900E+00,+5.45660E+00,+723.99E-03,+3.95090E+00
-2.50800E+00,+5.45574E+00,+718.07E-03,+3.91783E+00
-2.50700E+00,+5.45707E+00,+722.41E-03,+3.94247E+00
-2.50600E+00,+5.45251E+00,+724.25E-03,+3.94843E+00
-2.50500E+00,+5.45721E+00,+730.65E-03,+3.98804E+00
-2.50400E+00,+5.45473E+00,+722.96E-03,+3.94378E+00
-2.50300E+00,+5.45498E+00,+717.36E-03,+3.91351E+00
-2.50200E+00,+5.45209E+00,+728.80E-03,+3.97319E+00
-2.50100E+00,+5.45501E+00,+716.45E-03,+3.90836E+00
-2.50000E+00,+5.45615E+00,+720.07E-03,+3.92935E+00
-2.49900E+00,+5.45910E+00,+721.54E-03,+3.93841E+00
-2.49800E+00,+5.45994E+00,+729.44E-03,+3.98262E+00
-2.49700E+00,+5.45285E+00,+717.13E-03,+3.91040E+00
-2.49600E+00,+5.45102E+00,+725.28E-03,+3.95314E+00
-2.49500E+00,+5.45038E+00,+731.74E-03,+3.98840E+00
-2.49400E+00,+5.45724E+00,+723.59E-03,+3.94976E+00
-2.49300E+00,+5.45234E+00,+712.58E-03,+3.88502E+00
-2.49200E+00,+5.45259E+00,+755.50E-03,+4.11993E+00
-2.49100E+00,+5.45289E+00,+723.10E-03,+3.94253E+00
-2.49000E+00,+5.45265E+00,+723.23E-03,+3.94375E+00
-2.48900E+00,+5.45677E+00,+715.26E-03,+3.90215E+00
-2.48800E+00,+5.45681E+00,+722.41E-03,+3.94233E+00
-2.48700E+00,+5.45810E+00,+727.24E-03,+3.96907E+00
-2.48600E+00,+5.45555E+00,+727.48E-03,+3.96907E+00
-2.48500E+00,+5.45672E+00,+723.32E-03,+3.94620E+00
-2.48400E+00,+5.45587E+00,+714.74E-03,+3.90020E+00
-2.48300E+00,+5.45463E+00,+717.09E-03,+3.91155E+00
-2.48200E+00,+5.45377E+00,+728.08E-03,+3.97053E+00
-2.48100E+00,+5.45609E+00,+728.92E-03,+3.97813E+00
-2.48000E+00,+5.45395E+00,+716.20E-03,+3.90690E+00
-2.47900E+00,+5.45332E+00,+731.02E-03,+3.98620E+00
-2.47800E+00,+5.45523E+00,+723.27E-03,+3.94478E+00
-2.47700E+00,+5.45523E+00,+720.56E-03,+3.93074E+00
-2.47600E+00,+5.45800E+00,+717.94E-03,+3.91776E+00
-2.47500E+00,+5.45657E+00,+724.69E-03,+3.95388E+00
-2.47400E+00,+5.45509E+00,+737.45E-03,+4.02197E+00
-2.47300E+00,+5.45459E+00,+725.52E-03,+3.95730E+00
-2.47200E+00,+5.45508E+00,+732.42E-03,+3.99479E+00
-2.47100E+00,+5.45575E+00,+720.73E-03,+3.93122E+00
-2.47000E+00,+5.45486E+00,+725.74E-03,+3.95801E+00
-2.46900E+00,+5.45328E+00,+718.77E-03,+3.92061E+00
-2.46800E+00,+5.45559E+00,+723.52E-03,+3.94758E+00
-2.46700E+00,+5.45611E+00,+724.58E-03,+3.95357E+00
-2.46600E+00,+5.45362E+00,+724.50E-03,+3.95174E+00
-2.46500E+00,+5.45369E+00,+719.89E-03,+3.92671E+00
-2.46400E+00,+5.45452E+00,+722.39E-03,+3.94069E+00
-2.46300E+00,+5.46089E+00,+722.04E-03,+3.94238E+00
-2.46200E+00,+5.45330E+00,+726.61E-03,+3.96316E+00
-2.46100E+00,+5.45286E+00,+723.48E-03,+3.94428E+00
-2.46000E+00,+5.45488E+00,+725.08E-03,+3.95422E+00
-2.45900E+00,+5.45568E+00,+730.36E-03,+3.98435E+00
-2.45800E+00,+5.45288E+00,+714.19E-03,+3.89407E+00
-2.45700E+00,+5.45614E+00,+733.70E-03,+4.00381E+00
-2.45600E+00,+5.45502E+00,+722.07E-03,+3.93900E+00
-2.45500E+00,+5.45358E+00,+727.88E-03,+3.96991E+00
-2.45400E+00,+5.45534E+00,+729.73E-03,+3.98154E+00
-2.45300E+00,+5.45479E+00,+722.24E-03,+3.93993E+00
-2.45200E+00,+5.45614E+00,+708.02E-03,+3.86269E+00
-2.45100E+00,+5.45370E+00,+725.04E-03,+3.95448E+00
-2.45000E+00,+5.45274E+00,+730.81E-03,+3.98598E+00
-2.44900E+00,+5.45229E+00,+722.27E-03,+3.93788E+00
-2.44800E+00,+5.45481E+00,+721.43E-03,+3.93438E+00
-2.44700E+00,+5.45539E+00,+724.24E-03,+3.95086E+00
-2.44600E+00,+5.45284E+00,+725.31E-03,+3.95431E+00
-2.44500E+00,+5.45596E+00,+718.28E-03,+3.91872E+00
-2.44400E+00,+5.45117E+00,+718.91E-03,+3.91792E+00
-2.44300E+00,+5.45405E+00,+729.07E-03,+3.97567E+00
-2.44200E+00,+5.45281E+00,+710.15E-03,+3.87179E+00
-2.44100E+00,+5.45334E+00,+728.68E-03,+3.97406E+00
-2.44000E+00,+5.44987E+00,+719.15E-03,+3.91867E+00
-2.43900E+00,+5.45364E+00,+718.15E-03,+3.91714E+00
-2.43800E+00,+5.45148E+00,+722.36E-03,+3.93757E+00
-2.43700E+00,+5.45450E+00,+718.54E-03,+3.91936E+00
-2.43600E+00,+5.45532E+00,+717.41E-03,+3.91406E+00
-2.43500E+00,+5.45440E+00,+713.48E-03,+3.89185E+00
-2.43400E+00,+5.45423E+00,+718.06E-03,+3.91728E+00
-2.43300E+00,+5.45516E+00,+725.96E-03,+3.96038E+00
-2.43200E+00,+5.45850E+00,+717.22E-03,+3.91535E+00
-2.43100E+00,+5.45122E+00,+720.14E-03,+3.92650E+00
-2.43000E+00,+5.45570E+00,+725.15E-03,+3.95589E+00
-2.42900E+00,+5.45967E+00,+720.97E-03,+3.93669E+00
-2.42800E+00,+5.45515E+00,+721.72E-03,+3.93656E+00
-2.42700E+00,+5.45459E+00,+717.73E-03,+3.91567E+00
-2.42600E+00,+5.45552E+00,+718.18E-03,+3.91729E+00
-2.42500E+00,+5.45350E+00,+721.59E-03,+3.93547E+00
-2.42400E+00,+5.45366E+00,+719.29E-03,+3.92267E+00
-2.42300E+00,+5.45353E+00,+726.02E-03,+3.95957E+00
-2.42200E+00,+5.45588E+00,+724.93E-03,+3.95520E+00
-2.42100E+00,+5.45630E+00,+722.68E-03,+3.94386E+00
-2.42000E+00,+5.45101E+00,+806.64E-03,+4.39694E+00
-2.41900E+00,+5.45069E+00,+797.34E-03,+4.34600E+00
-2.41800E+00,+5.45092E+00,+798.63E-03,+4.35292E+00
-2.41700E+00,+5.44587E+00,+799.33E-03,+4.35349E+00
-2.41600E+00,+5.44803E+00,+808.02E-03,+4.40280E+00
-2.41500E+00,+5.44592E+00,+801.27E-03,+4.36338E+00
-2.41400E+00,+5.44739E+00,+793.54E-03,+4.32319E+00
-2.41300E+00,+5.44922E+00,+796.97E-03,+4.34289E+00
-2.41200E+00,+5.44773E+00,+794.49E-03,+4.32812E+00
-2.41100E+00,+5.45032E+00,+801.02E-03,+4.36625E+00
-2.41000E+00,+5.45485E+00,+803.75E-03,+4.38472E+00
-2.40900E+00,+5.45809E+00,+724.52E-03,+3.95472E+00
-2.40800E+00,+5.45644E+00,+724.95E-03,+3.95623E+00
-2.40700E+00,+5.45375E+00,+720.53E-03,+3.92975E+00
-2.40600E+00,+5.45708E+00,+719.24E-03,+3.92419E+00
-2.40500E+00,+5.45035E+00,+725.90E-03,+3.95592E+00
-2.40400E+00,+5.45529E+00,+712.40E-03,+3.88631E+00
-2.40300E+00,+5.45110E+00,+727.25E-03,+3.96460E+00
-2.40200E+00,+5.45240E+00,+714.49E-03,+3.89491E+00
-2.40100E+00,+5.45450E+00,+726.42E-03,+3.96213E+00
-2.40000E+00,+5.45464E+00,+719.75E-03,+3.92521E+00
-2.39900E+00,+5.45299E+00,+726.29E-03,+3.96072E+00
-2.39800E+00,+5.45491E+00,+726.35E-03,+3.96137E+00
-2.39700E+00,+5.44959E+00,+732.34E-03,+3.99008E+00
-2.39600E+00,+5.45458E+00,+730.93E-03,+3.98625E+00
-2.39500E+00,+5.45630E+00,+728.42E-03,+3.97498E+00
-2.39400E+00,+5.45413E+00,+727.25E-03,+3.96624E+00
-2.39300E+00,+5.45620E+00,+720.95E-03,+3.93426E+00
-2.39200E+00,+5.45038E+00,+719.22E-03,+3.92037E+00
-2.39100E+00,+5.45718E+00,+720.23E-03,+3.93002E+00
-2.39000E+00,+5.45354E+00,+719.66E-03,+3.92489E+00
-2.38900E+00,+5.45491E+00,+718.02E-03,+3.91669E+00
-2.38800E+00,+5.45660E+00,+723.17E-03,+3.94593E+00
-2.38700E+00,+5.45605E+00,+717.35E-03,+3.91413E+00
-2.38600E+00,+5.45565E+00,+724.30E-03,+3.95236E+00
-2.38500E+00,+5.45350E+00,+716.95E-03,+3.91008E+00
-2.38400E+00,+5.45039E+00,+743.02E-03,+4.04949E+00
-2.38300E+00,+5.45378E+00,+725.71E-03,+3.95838E+00
-2.38200E+00,+5.45623E+00,+725.97E-03,+3.96103E+00
-2.38100E+00,+5.45295E+00,+721.13E-03,+3.93253E+00
-2.38000E+00,+5.45518E+00,+712.57E-03,+3.88716E+00
-2.37900E+00,+5.45486E+00,+714.77E-03,+3.89974E+00
-2.37800E+00,+5.45318E+00,+724.62E-03,+3.95180E+00
-2.37700E+00,+5.45487E+00,+719.57E-03,+3.92513E+00
-2.37600E+00,+5.45659E+00,+720.70E-03,+3.93331E+00
-2.37500E+00,+5.46047E+00,+723.89E-03,+3.95216E+00
-2.37400E+00,+5.45635E+00,+717.80E-03,+3.91648E+00
-2.37300E+00,+5.45271E+00,+725.32E-03,+3.95408E+00
-2.37200E+00,+5.45672E+00,+711.99E-03,+3.88495E+00
-2.37100E+00,+5.45249E+00,+717.86E-03,+3.91438E+00
-2.37000E+00,+5.45502E+00,+725.13E-03,+3.95600E+00
-2.36900E+00,+5.45822E+00,+726.49E-03,+3.96494E+00
-2.36800E+00,+5.45131E+00,+717.41E-03,+3.91114E+00
-2.36700E+00,+5.45223E+00,+712.96E-03,+3.88766E+00
-2.36600E+00,+5.45419E+00,+724.26E-03,+3.95041E+00
-2.36500E+00,+5.45183E+00,+725.47E-03,+3.95585E+00
-2.36400E+00,+5.45372E+00,+717.90E-03,+3.91457E+00
-2.36300E+00,+5.45692E+00,+724.10E-03,+3.95041E+00
-2.36200E+00,+5.45496E+00,+724.60E-03,+3.95245E+00
-2.36100E+00,+5.45308E+00,+726.92E-03,+3.96438E+00
-2.36000E+00,+5.45010E+00,+725.13E-03,+3.95221E+00
-2.35900E+00,+5.45969E+00,+726.27E-03,+3.96481E+00
-2.35800E+00,+5.45600E+00,+719.16E-03,+3.92466E+00
-2.35700E+00,+5.45243E+00,+714.49E-03,+3.89623E+00
-2.35600E+00,+5.45188E+00,+735.94E-03,+4.01255E+00
-2.35500E+00,+5.45386E+00,+713.55E-03,+3.89183E+00
-2.35400E+00,+5.45815E+00,+719.38E-03,+3.92634E+00
-2.35300E+00,+5.45267E+00,+728.88E-03,+3.97419E+00
-2.35200E+00,+5.45637E+00,+723.97E-03,+3.95112E+00
-2.35100E+00,+5.45789E+00,+726.50E-03,+3.96595E+00
-2.35000E+00,+5.45382E+00,+726.49E-03,+3.96310E+00
-2.34900E+00,+5.45858E+00,+725.12E-03,+3.95737E+00
-2.34800E+00,+5.45745E+00,+722.91E-03,+3.94434E+00
-2.34700E+00,+5.45318E+00,+719.97E-03,+3.92541E+00
-2.34600E+00,+5.45566E+00,+726.64E-03,+3.96362E+00
-2.34500E+00,+5.45848E+00,+727.31E-03,+3.96982E+00
-2.34400E+00,+5.45831E+00,+715.30E-03,+3.90505E+00
-2.34300E+00,+5.45250E+00,+722.69E-03,+3.94024E+00
-2.34200E+00,+5.45553E+00,+709.59E-03,+3.87118E+00
-2.34100E+00,+5.45434E+00,+719.83E-03,+3.92565E+00
-2.34000E+00,+5.45059E+00,+718.68E-03,+3.91721E+00
-2.33900E+00,+5.45548E+00,+722.12E-03,+3.93938E+00
-2.33800E+00,+5.45529E+00,+725.40E-03,+3.95723E+00
-2.33700E+00,+5.45411E+00,+738.37E-03,+4.02732E+00
-2.33600E+00,+5.45343E+00,+726.53E-03,+3.96162E+00
-2.33500E+00,+5.45801E+00,+727.70E-03,+3.97103E+00
-2.33400E+00,+5.45457E+00,+721.93E-03,+3.93788E+00
-2.33300E+00,+5.45181E+00,+721.45E-03,+3.93282E+00
-2.33200E+00,+5.45745E+00,+733.98E-03,+4.00492E+00
-2.33100E+00,+5.45963E+00,+719.41E-03,+3.92749E+00
-2.33000E+00,+5.45388E+00,+721.82E-03,+3.93734E+00
-2.32900E+00,+5.45729E+00,+711.99E-03,+3.88611E+00
-2.32800E+00,+5.45807E+00,+719.42E-03,+3.92600E+00
-2.32700E+00,+5.45516E+00,+714.92E-03,+3.90061E+00
-2.32600E+00,+5.45840E+00,+726.88E-03,+3.96808E+00
-2.32500E+00,+5.45459E+00,+730.12E-03,+3.98226E+00
-2.32400E+00,+5.45444E+00,+726.21E-03,+3.96124E+00
-2.32300E+00,+5.45858E+00,+723.65E-03,+3.94941E+00
-2.32200E+00,+5.45951E+00,+719.14E-03,+3.92531E+00
-2.32100E+00,+5.45820E+00,+717.40E-03,+3.91583E+00
-2.32000E+00,+5.45381E+00,+724.90E-03,+3.95361E+00
-2.31900E+00,+5.45276E+00,+736.59E-03,+4.01711E+00
-2.31800E+00,+5.45215E+00,+800.15E-03,+4.36297E+00
-2.31700E+00,+5.45059E+00,+795.86E-03,+4.33792E+00
-2.31600E+00,+5.45116E+00,+791.94E-03,+4.31738E+00
-2.31500E+00,+5.45005E+00,+793.05E-03,+4.32299E+00
-2.31400E+00,+5.45345E+00,+802.01E-03,+4.37289E+00
-2.31300E+00,+5.45173E+00,+808.19E-03,+4.40618E+00
-2.31200E+00,+5.44796E+00,+807.59E-03,+4.40052E+00
-2.31100E+00,+5.45037E+00,+801.16E-03,+4.36640E+00
-2.31000E+00,+5.44655E+00,+802.41E-03,+4.36990E+00
-2.30900E+00,+5.45320E+00,+802.93E-03,+4.37791E+00
-2.30800E+00,+5.45074E+00,+807.72E-03,+4.40183E+00
-2.30700E+00,+5.45402E+00,+726.35E-03,+3.96143E+00
-2.30600E+00,+5.45314E+00,+719.59E-03,+3.92408E+00
-2.30500E+00,+5.45687E+00,+730.81E-03,+3.98743E+00
-2.30400E+00,+5.45412E+00,+718.95E-03,+3.92134E+00
-2.30300E+00,+5.45847E+00,+719.20E-03,+3.92659E+00
