x-axis,V2,I2,P2
-2.64200E+00,+5.45609E+00,+716.77E-03,+3.91133E+00
-2.64100E+00,+5.45548E+00,+725.37E-03,+3.95670E+00
-2.64000E+00,+5.45523E+00,+723.09E-03,+3.94428E+00
-2.63900E+00,+5.45471E+00,+711.96E-03,+3.88324E+00
-2.63800E+00,+5.45462E+00,+732.76E-03,+3.99721E+00
-2.63700E+00,+5.45292E+00,+717.75E-03,+3.91439E+00
-2.63600E+00,+5.45174E+00,+727.51E-03,+3.96638E+00
-2.63500E+00,+5.45566E+00,+727.88E-03,+3.97098E+00
-2.63400E+00,+5.45684E+00,+718.63E-03,+3.92095E+00
-2.63300E+00,+5.45850E+00,+729.21E-03,+3.98055E+00
-2.63200E+00,+5.45501E+00,+728.43E-03,+3.97379E+00
-2.63100E+00,+5.45803E+00,+727.35E-03,+3.96931E+00
-2.63000E+00,+5.45366E+00,+728.58E-03,+3.97323E+00
-2.62900E+00,+5.45680E+00,+738.08E-03,+4.02806E+00
-2.62800E+00,+5.45088E+00,+809.94E-03,+4.41417E+00
-2.62700E+00,+5.45268E+00,+805.06E-03,+4.38941E+00
-2.62600E+00,+5.45488E+00,+720.66E-03,+3.93128E+00
-2.62500E+00,+5.45230E+00,+724.78E-03,+3.95242E+00
-2.62400E+00,+5.45659E+00,+726.89E-03,+3.96660E+00
-2.62300E+00,+5.45193E+00,+725.04E-03,+3.95257E+00
-2.62200E+00,+5.45652E+00,+733.81E-03,+4.00481E+00
-2.62100E+00,+5.45241E+00,+710.16E-03,+3.87283E+00
-2.62000E+00,+5.45773E+00,+732.51E-03,+3.99722E+00
-2.61900E+00,+5.45293E+00,+727.31E-03,+3.96534E+00
-2.61800E+00,+5.45922E+00,+725.37E-03,+3.96000E+00
-2.61700E+00,+5.45526E+00,+733.48E-03,+4.00231E+00
-2.61600E+00,+5.45573E+00,+729.18E-03,+3.97848E+00
-2.61500E+00,+5.45682E+00,+730.80E-03,+3.98761E+00
-2.61400E+00,+5.45601E+00,+728.71E-03,+3.97556E+00
-2.61300E+00,+5.45600E+00,+721.53E-03,+3.93668E+00
-2.61200E+00,+5.45658E+00,+729.09E-03,+3.97790E+00
-2.61100E+00,+5.45345E+00,+727.44E-03,+3.96723E+00
-2.61000E+00,+5.45801E+00,+720.01E-03,+3.93047E+00
-2.60900E+00,+5.45441E+00,+725.69E-03,+3.95771E+00
-2.60800E+00,+5.45723E+00,+719.62E-03,+3.92610E+00
-2.60700E+00,+5.45460E+00,+729.70E-03,+3.98006E+00
-2.60600E+00,+5.45844E+00,+730.86E-03,+3.99044E+00
-2.60500E+00,+5.45485E+00,+729.10E-03,+3.97691E+00
-2.60400E+00,+5.45459E+00,+728.21E-03,+3.97296E+00
-2.60300E+00,+5.45361E+00,+728.58E-03,+3.97357E+00
-2.60200E+00,+5.45070E+00,+726.76E-03,+3.96058E+00
-2.60100E+00,+5.45615E+00,+731.13E-03,+3.98881E+00
-2.60000E+00,+5.45873E+00,+717.10E-03,+3.91530E+00
-2.59900E+00,+5.45289E+00,+728.63E-03,+3.97365E+00
-2.59800E+00,+5.45016E+00,+725.68E-03,+3.95531E+00
-2.59700E+00,+5.45768E+00,+731.72E-03,+3.99315E+00
-2.59600E+00,+5.45116E+00,+726.33E-03,+3.95866E+00
-2.59500E+00,+5.45560E+00,+728.40E-03,+3.97350E+00
-2.59400E+00,+5.45605E+00,+730.92E-03,+3.98811E+00
-2.59300E+00,+5.45591E+00,+731.16E-03,+3.98887E+00
-2.59200E+00,+5.45544E+00,+716.69E-03,+3.90960E+00
-2.59100E+00,+5.45510E+00,+732.21E-03,+3.99346E+00
-2.59000E+00,+5.45416E+00,+720.26E-03,+3.92760E+00
-2.58900E+00,+5.45339E+00,+724.11E-03,+3.94820E+00
-2.58800E+00,+5.45373E+00,+730.50E-03,+3.98396E+00
-2.58700E+00,+5.45471E+00,+725.44E-03,+3.95725E+00
-2.58600E+00,+5.45480E+00,+729.39E-03,+3.97846E+00
-2.58500E+00,+5.45149E+00,+714.89E-03,+3.89698E+00
-2.58400E+00,+5.45630E+00,+731.76E-03,+3.99251E+00
-2.58300E+00,+5.45288E+00,+718.01E-03,+3.91557E+00
-2.58200E+00,+5.45495E+00,+724.88E-03,+3.95427E+00
-2.58100E+00,+5.45719E+00,+731.30E-03,+3.99062E+00
-2.58000E+00,+5.45501E+00,+733.45E-03,+4.00160E+00
-2.57900E+00,+5.45762E+00,+723.93E-03,+3.95169E+00
-2.57800E+00,+5.45423E+00,+716.06E-03,+3.90645E+00
-2.57700E+00,+5.45428E+00,+714.13E-03,+3.89482E+00
-2.57600E+00,+5.45430E+00,+716.83E-03,+3.91066E+00
-2.57500E+00,+5.45285E+00,+722.58E-03,+3.94004E+00
-2.57400E+00,+5.45719E+00,+721.95E-03,+3.93935E+00
-2.57300E+00,+5.45600E+00,+724.66E-03,+3.95391E+00
-2.57200E+00,+5.45516E+00,+724.66E-03,+3.95307E+00
-2.57100E+00,+5.45523E+00,+725.39E-03,+3.95792E+00
-2.57000E+00,+5.45730E+00,+724.74E-03,+3.95612E+00
-2.56900E+00,+5.45558E+00,+731.93E-03,+3.99290E+00
-2.56800E+00,+5.45059E+00,+730.19E-03,+3.97988E+00
-2.56700E+00,+5.45492E+00,+730.41E-03,+3.98429E+00
-2.56600E+00,+5.45795E+00,+724.29E-03,+3.95238E+00
-2.56500E+00,+5.45851E+00,+724.92E-03,+3.95728E+00
-2.56400E+00,+5.45802E+00,+719.59E-03,+3.92770E+00
-2.56300E+00,+5.45389E+00,+716.70E-03,+3.90925E+00
-2.56200E+00,+5.45331E+00,+721.37E-03,+3.93433E+00
-2.56100E+00,+5.45600E+00,+729.18E-03,+3.97783E+00
-2.56000E+00,+5.45587E+00,+728.50E-03,+3.97432E+00
-2.55900E+00,+5.45366E+00,+736.04E-03,+4.01509E+00
-2.55800E+00,+5.45102E+00,+716.39E-03,+3.90451E+00
-2.55700E+00,+5.45790E+00,+722.81E-03,+3.94493E+00
-2.55600E+00,+5.45629E+00,+722.90E-03,+3.94425E+00
-2.55500E+00,+5.45069E+00,+723.57E-03,+3.94474E+00
-2.55400E+00,+5.45409E+00,+729.69E-03,+3.97915E+00
-2.55300E+00,+5.45671E+00,+718.25E-03,+3.91846E+00
-2.55200E+00,+5.45773E+00,+736.51E-03,+4.01921E+00
-2.55100E+00,+5.45341E+00,+728.95E-03,+3.97449E+00
-2.55000E+00,+5.45955E+00,+726.34E-03,+3.96465E+00
-2.54900E+00,+5.45275E+00,+726.96E-03,+3.96482E+00
-2.54800E+00,+5.45773E+00,+725.23E-03,+3.95752E+00
-2.54700E+00,+5.45523E+00,+732.12E-03,+3.99334E+00
-2.54600E+00,+5.45145E+00,+723.35E-03,+3.94297E+00
-2.54500E+00,+5.45555E+00,+721.28E-03,+3.93488E+00
-2.54400E+00,+5.45644E+00,+730.90E-03,+3.98754E+00
-2.54300E+00,+5.45028E+00,+726.06E-03,+3.95826E+00
-2.54200E+00,+5.44924E+00,+717.12E-03,+3.90820E+00
-2.54100E+00,+5.45303E+00,+727.74E-03,+3.96812E+00
-2.54000E+00,+5.45915E+00,+720.55E-03,+3.93330E+00
-2.53900E+00,+5.45227E+00,+727.08E-03,+3.96426E+00
-2.53800E+00,+5.45388E+00,+733.13E-03,+3.99815E+00
-2.53700E+00,+5.45607E+00,+727.16E-03,+3.96748E+00
-2.53600E+00,+5.45416E+00,+720.16E-03,+3.92715E+00
-2.53500E+00,+5.45918E+00,+726.98E-03,+3.96923E+00
-2.53400E+00,+5.44973E+00,+731.07E-03,+3.98462E+00
-2.53300E+00,+5.45491E+00,+722.93E-03,+3.94328E+00
-2.53200E+00,+5.45416E+00,+728.88E-03,+3.97570E+00
-2.53100E+00,+5.45338E+00,+724.05E-03,+3.94892E+00
-2.53000E+00,+5.45648E+00,+723.38E-03,+3.94756E+00
-2.52900E+00,+5.45342E+00,+724.16E-03,+3.94823E+00
-2.52800E+00,+5.45365E+00,+728.75E-03,+3.97376E+00
-2.52700E+00,+5.45584E+00,+738.30E-03,+4.02885E+00
-2.52600E+00,+5.45298E+00,+730.39E-03,+3.98253E+00
-2.52500E+00,+5.44677E+00,+801.01E-03,+4.36247E+00
-2.52400E+00,+5.44888E+00,+808.52E-03,+4.40646E+00
-2.52300E+00,+5.45002E+00,+797.74E-03,+4.34830E+00
-2.52200E+00,+5.44781E+00,+811.07E-03,+4.41793E+00
-2.52100E+00,+5.45184E+00,+811.94E-03,+4.42618E+00
-2.52000E+00,+5.44931E+00,+805.00E-03,+4.38685E+00
-2.51900E+00,+5.45133E+00,+811.91E-03,+4.42583E+00
-2.51800E+00,+5.44759E+00,+805.90E-03,+4.39059E+00
-2.51700E+00,+5.44831E+00,+789.34E-03,+4.30117E+00
-2.51600E+00,+5.45016E+00,+792.62E-03,+4.32035E+00
-2.51500E+00,+5.45000E+00,+802.38E-03,+4.37335E+00
-2.51400E+00,+5.45687E+00,+736.56E-03,+4.01910E+00
-2.51300E+00,+5.45723E+00,+719.32E-03,+3.92583E+00
-2.51200E+00,+5.45473E+00,+719.59E-03,+3.92555E+00
-2.51100E+00,+5.45049E+00,+728.06E-03,+3.96808E+00
-2.51000E+00,+5.45783E+00,+726.47E-03,+3.96599E+00
-2.50900E+00,+5.45573E+00,+732.10E-03,+3.99487E+00
-2.50800E+00,+5.45857E+00,+724.77E-03,+3.95521E+00
-2.50700E+00,+5.45623E+00,+728.36E-03,+3.97516E+00
-2.50600E+00,+5.45352E+00,+725.65E-03,+3.95812E+00
-2.50500E+00,+5.45472E+00,+717.85E-03,+3.91529E+00
-2.50400E+00,+5.45665E+00,+723.26E-03,+3.94741E+00
-2.50300E+00,+5.45560E+00,+716.22E-03,+3.90765E+00
-2.50200E+00,+5.45044E+00,+728.19E-03,+3.96896E+00
-2.50100E+00,+5.45688E+00,+727.24E-03,+3.96789E+00
-2.50000E+00,+5.45731E+00,+729.31E-03,+3.98060E+00
-2.49900E+00,+5.45484E+00,+724.30E-03,+3.95013E+00
-2.49800E+00,+5.45384E+00,+725.43E-03,+3.95676E+00
-2.49700E+00,+5.45648E+00,+728.66E-03,+3.97563E+00
-2.49600E+00,+5.45552E+00,+731.20E-03,+3.98975E+00
-2.49500E+00,+5.45768E+00,+731.94E-03,+3.99563E+00
-2.49400E+00,+5.45248E+00,+722.59E-03,+3.93966E+00
-2.49300E+00,+5.45457E+00,+716.49E-03,+3.90906E+00
-2.49200E+00,+5.45886E+00,+719.02E-03,+3.92445E+00
-2.49100E+00,+5.46025E+00,+724.44E-03,+3.95589E+00
-2.49000E+00,+5.45687E+00,+718.15E-03,+3.91922E+00
-2.48900E+00,+5.45366E+00,+719.09E-03,+3.92165E+00
-2.48800E+00,+5.45573E+00,+723.48E-03,+3.94707E+00
-2.48700E+00,+5.45459E+00,+727.68E-03,+3.96838E+00
-2.48600E+00,+5.45801E+00,+726.71E-03,+3.96577E+00
-2.48500E+00,+5.45439E+00,+722.64E-03,+3.94153E+00
-2.48400E+00,+5.45715E+00,+725.39E-03,+3.95811E+00
-2.48300E+00,+5.45230E+00,+724.58E-03,+3.94998E+00
-2.48200E+00,+5.45744E+00,+727.91E-03,+3.97243E+00
-2.48100E+00,+5.45307E+00,+720.44E-03,+3.92868E+00
-2.48000E+00,+5.45614E+00,+723.73E-03,+3.94870E+00
-2.47900E+00,+5.45663E+00,+730.09E-03,+3.98450E+00
-2.47800E+00,+5.45245E+00,+723.81E-03,+3.94671E+00
-2.47700E+00,+5.45561E+00,+723.32E-03,+3.94694E+00
-2.47600E+00,+5.45344E+00,+728.19E-03,+3.97066E+00
-2.47500E+00,+5.45543E+00,+719.19E-03,+3.92311E+00
-2.47400E+00,+5.44922E+00,+720.47E-03,+3.92518E+00
-2.47300E+00,+5.45609E+00,+730.39E-03,+3.98480E+00
-2.47200E+00,+5.45323E+00,+715.40E-03,+3.90156E+00
-2.47100E+00,+5.45577E+00,+729.06E-03,+3.97847E+00
-2.47000E+00,+5.45097E+00,+728.34E-03,+3.96969E+00
-2.46900E+00,+5.45313E+00,+728.27E-03,+3.97145E+00
-2.46800E+00,+5.45516E+00,+724.48E-03,+3.95248E+00
-2.46700E+00,+5.45827E+00,+732.23E-03,+3.99711E+00
-2.46600E+00,+5.45776E+00,+731.86E-03,+3.99472E+00
-2.46500E+00,+5.45441E+00,+731.58E-03,+3.98956E+00
-2.46400E+00,+5.45709E+00,+725.64E-03,+3.95973E+00
-2.46300E+00,+5.45255E+00,+725.84E-03,+3.95693E+00
-2.46200E+00,+5.45508E+00,+725.39E-03,+3.95705E+00
-2.46100E+00,+5.45959E+00,+720.51E-03,+3.93363E+00
-2.46000E+00,+5.45345E+00,+725.04E-03,+3.95428E+00
-2.45900E+00,+5.45531E+00,+725.37E-03,+3.95631E+00
-2.45800E+00,+5.45705E+00,+732.42E-03,+3.99697E+00
-2.45700E+00,+5.45350E+00,+726.58E-03,+3.96257E+00
-2.45600E+00,+5.45416E+00,+731.72E-03,+3.99040E+00
-2.45500E+00,+5.45441E+00,+724.71E-03,+3.95209E+00
-2.45400E+00,+5.45405E+00,+727.15E-03,+3.96541E+00
-2.45300E+00,+5.45272E+00,+728.03E-03,+3.97058E+00
-2.45200E+00,+5.45702E+00,+732.80E-03,+3.99881E+00
-2.45100E+00,+5.45595E+00,+730.27E-03,+3.98457E+00
-2.45000E+00,+5.45676E+00,+729.03E-03,+3.97740E+00
-2.44900E+00,+5.45151E+00,+727.56E-03,+3.96549E+00
-2.44800E+00,+5.45879E+00,+723.55E-03,+3.94921E+00
-2.44700E+00,+5.45414E+00,+724.58E-03,+3.95179E+00
-2.44600E+00,+5.45672E+00,+723.70E-03,+3.94821E+00
-2.44500E+00,+5.45451E+00,+729.53E-03,+3.97855E+00
-2.44400E+00,+5.45515E+00,+726.31E-03,+3.96184E+00
-2.44300E+00,+5.45388E+00,+725.59E-03,+3.95729E+00
-2.44200E+00,+5.45345E+00,+720.83E-03,+3.93012E+00
-2.44100E+00,+5.45184E+00,+725.54E-03,+3.95572E+00
-2.44000E+00,+5.45187E+00,+726.46E-03,+3.96139E+00
-2.43900E+00,+5.45099E+00,+728.39E-03,+3.97024E+00
-2.43800E+00,+5.45672E+00,+723.61E-03,+3.94788E+00
-2.43700E+00,+5.45263E+00,+726.45E-03,+3.96074E+00
-2.43600E+00,+5.45100E+00,+720.28E-03,+3.92678E+00
-2.43500E+00,+5.45623E+00,+732.35E-03,+3.99576E+00
-2.43400E+00,+5.45620E+00,+717.01E-03,+3.91166E+00
-2.43300E+00,+5.45681E+00,+736.02E-03,+4.01564E+00
-2.43200E+00,+5.45459E+00,+725.67E-03,+3.95839E+00
-2.43100E+00,+5.45488E+00,+721.71E-03,+3.93745E+00
-2.43000E+00,+5.45451E+00,+729.25E-03,+3.97670E+00
-2.42900E+00,+5.45801E+00,+723.95E-03,+3.95083E+00
-2.42800E+00,+5.45344E+00,+714.70E-03,+3.89794E+00
-2.42700E+00,+5.45620E+00,+717.03E-03,+3.91126E+00
-2.42600E+00,+5.45301E+00,+726.29E-03,+3.96070E+00
-2.42500E+00,+5.45848E+00,+726.25E-03,+3.96454E+00
-2.42400E+00,+5.45224E+00,+749.97E-03,+4.08910E+00
-2.42300E+00,+5.45059E+00,+806.81E-03,+4.39855E+00
-2.42200E+00,+5.44524E+00,+803.37E-03,+4.37397E+00
-2.42100E+00,+5.45214E+00,+804.97E-03,+4.38929E+00
-2.42000E+00,+5.45002E+00,+809.19E-03,+4.40972E+00
-2.41900E+00,+5.44561E+00,+794.52E-03,+4.32729E+00
-2.41800E+00,+5.45070E+00,+803.42E-03,+4.37897E+00
-2.41700E+00,+5.44968E+00,+807.95E-03,+4.40283E+00
-2.41600E+00,+5.45172E+00,+796.03E-03,+4.34056E+00
-2.41500E+00,+5.45276E+00,+801.37E-03,+4.36926E+00
-2.41400E+00,+5.45124E+00,+802.91E-03,+4.37752E+00
-2.41300E+00,+5.44747E+00,+807.14E-03,+4.39754E+00
-2.41200E+00,+5.45687E+00,+738.70E-03,+4.03031E+00
-2.41100E+00,+5.45274E+00,+725.15E-03,+3.95323E+00
-2.41000E+00,+5.45731E+00,+730.13E-03,+3.98531E+00
-2.40900E+00,+5.45197E+00,+717.26E-03,+3.91110E+00
-2.40800E+00,+5.45416E+00,+720.69E-03,+3.93154E+00
-2.40700E+00,+5.45367E+00,+724.02E-03,+3.94893E+00
-2.40600E+00,+5.45266E+00,+723.20E-03,+3.94422E+00
-2.40500E+00,+5.45263E+00,+721.14E-03,+3.93226E+00
-2.40400E+00,+5.45430E+00,+729.09E-03,+3.97696E+00
-2.40300E+00,+5.45440E+00,+731.96E-03,+3.99334E+00
-2.40200E+00,+5.45543E+00,+728.82E-03,+3.97559E+00
-2.40100E+00,+5.45762E+00,+729.64E-03,+3.98224E+00
-2.40000E+00,+5.45338E+00,+716.53E-03,+3.90786E+00
-2.39900E+00,+5.45613E+00,+731.18E-03,+3.98961E+00
-2.39800E+00,+5.45312E+00,+727.69E-03,+3.96817E+00
-2.39700E+00,+5.45071E+00,+728.13E-03,+3.96861E+00
-2.39600E+00,+5.45887E+00,+718.94E-03,+3.92438E+00
-2.39500E+00,+5.45389E+00,+733.64E-03,+4.00033E+00
-2.39400E+00,+5.45422E+00,+723.85E-03,+3.94836E+00
-2.39300E+00,+5.45552E+00,+716.20E-03,+3.90737E+00
-2.39200E+00,+5.45280E+00,+723.15E-03,+3.94297E+00
-2.39100E+00,+5.45450E+00,+729.06E-03,+3.97672E+00
-2.39000E+00,+5.45480E+00,+729.92E-03,+3.98167E+00
-2.38900E+00,+5.45777E+00,+732.33E-03,+3.99775E+00
-2.38800E+00,+5.45303E+00,+728.59E-03,+3.97240E+00
-2.38700E+00,+5.45652E+00,+719.70E-03,+3.92738E+00
-2.38600E+00,+5.45358E+00,+732.07E-03,+3.99250E+00
-2.38500E+00,+5.45494E+00,+722.96E-03,+3.94387E+00
-2.38400E+00,+5.45372E+00,+723.44E-03,+3.94513E+00
-2.38300E+00,+5.45675E+00,+728.36E-03,+3.97378E+00
-2.38200E+00,+5.45764E+00,+721.18E-03,+3.93514E+00
-2.38100E+00,+5.45532E+00,+714.76E-03,+3.89902E+00
-2.38000E+00,+5.45573E+00,+717.86E-03,+3.91574E+00
-2.37900E+00,+5.45435E+00,+719.07E-03,+3.92180E+00
-2.37800E+00,+5.45885E+00,+734.42E-03,+4.00811E+00
-2.37700E+00,+5.45332E+00,+721.16E-03,+3.93187E+00
-2.37600E+00,+5.45372E+00,+718.44E-03,+3.91910E+00
-2.37500E+00,+5.45689E+00,+730.67E-03,+3.98687E+00
-2.37400E+00,+5.45567E+00,+727.13E-03,+3.96768E+00
-2.37300E+00,+5.45279E+00,+725.70E-03,+3.95659E+00
-2.37200E+00,+5.45129E+00,+725.04E-03,+3.95288E+00
-2.37100E+00,+5.45738E+00,+724.75E-03,+3.95556E+00
-2.37000E+00,+5.45266E+00,+731.87E-03,+3.99084E+00
-2.36900E+00,+5.45546E+00,+721.86E-03,+3.93767E+00
-2.36800E+00,+5.45408E+00,+720.24E-03,+3.92814E+00
-2.36700E+00,+5.45785E+00,+720.13E-03,+3.92970E+00
-2.36600E+00,+5.45154E+00,+720.22E-03,+3.92638E+00
-2.36500E+00,+5.45888E+00,+730.30E-03,+3.98734E+00
-2.36400E+00,+5.45487E+00,+717.76E-03,+3.91555E+00
-2.36300E+00,+5.45514E+00,+720.25E-03,+3.92854E+00
-2.36200E+00,+5.45123E+00,+723.82E-03,+3.94609E+00
-2.36100E+00,+5.45760E+00,+727.14E-03,+3.96855E+00
-2.36000E+00,+5.45301E+00,+720.59E-03,+3.92914E+00
-2.35900E+00,+5.45291E+00,+719.20E-03,+3.92165E+00
-2.35800E+00,+5.45627E+00,+726.67E-03,+3.96495E+00
-2.35700E+00,+5.45116E+00,+729.22E-03,+3.97561E+00
-2.35600E+00,+5.45813E+00,+710.35E-03,+3.87758E+00
-2.35500E+00,+5.45525E+00,+722.46E-03,+3.94110E+00
-2.35400E+00,+5.45638E+00,+727.80E-03,+3.97128E+00
-2.35300E+00,+5.45268E+00,+721.09E-03,+3.93175E+00
-2.35200E+00,+5.45558E+00,+727.94E-03,+3.97183E+00
-2.35100E+00,+5.45869E+00,+729.67E-03,+3.98267E+00
-2.35000E+00,+5.45463E+00,+723.63E-03,+3.94753E+00
-2.34900E+00,+5.45459E+00,+722.99E-03,+3.94444E+00
-2.34800E+00,+5.45345E+00,+726.32E-03,+3.96192E+00
-2.34700E+00,+5.45069E+00,+722.64E-03,+3.93852E+00
-2.34600E+00,+5.45241E+00,+722.63E-03,+3.94014E+00
-2.34500E+00,+5.45301E+00,+724.86E-03,+3.95293E+00
-2.34400E+00,+5.45293E+00,+722.63E-03,+3.94126E+00
-2.34300E+00,+5.45590E+00,+719.83E-03,+3.92713E+00
-2.34200E+00,+5.45795E+00,+722.80E-03,+3.94555E+00
-2.34100E+00,+5.45785E+00,+726.52E-03,+3.96568E+00
-2.34000E+00,+5.45388E+00,+718.49E-03,+3.91823E+00
-2.33900E+00,+5.45288E+00,+725.17E-03,+3.95409E+00
-2.33800E+00,+5.45700E+00,+725.77E-03,+3.96122E+00
-2.33700E+00,+5.45648E+00,+725.41E-03,+3.95760E+00
-2.33600E+00,+5.45516E+00,+718.12E-03,+3.91800E+00
-2.33500E+00,+5.45860E+00,+725.75E-03,+3.96145E+00
-2.33400E+00,+5.45310E+00,+723.68E-03,+3.94657E+00
-2.33300E+00,+5.44959E+00,+726.35E-03,+3.95926E+00
-2.33200E+00,+5.45287E+00,+724.93E-03,+3.95321E+00
-2.33100E+00,+5.45746E+00,+724.00E-03,+3.95108E+00
-2.33000E+00,+5.45731E+00,+726.04E-03,+3.96206E+00
-2.32900E+00,+5.45620E+00,+735.52E-03,+4.01311E+00
-2.32800E+00,+5.45628E+00,+727.94E-03,+3.97273E+00
-2.32700E+00,+5.45766E+00,+724.37E-03,+3.95315E+00
-2.32600E+00,+5.45381E+00,+723.10E-03,+3.94313E+00
-2.32500E+00,+5.45170E+00,+720.04E-03,+3.92583E+00
-2.32400E+00,+5.45658E+00,+732.80E-03,+3.99923E+00
-2.32300E+00,+5.45462E+00,+729.96E-03,+3.98227E+00
-2.32200E+00,+5.44714E+00,+802.47E-03,+4.37025E+00
-2.32100E+00,+5.44791E+00,+800.41E-03,+4.36064E+00
-2.32000E+00,+5.44731E+00,+801.74E-03,+4.36720E+00
-2.31900E+00,+5.45551E+00,+730.01E-03,+3.98270E+00
-2.31800E+00,+5.45619E+00,+724.66E-03,+3.95413E+00
-2.31700E+00,+5.45300E+00,+737.60E-03,+4.02227E+00
-2.31600E+00,+5.45231E+00,+737.05E-03,+4.01928E+00
-2.31500E+00,+5.45882E+00,+726.82E-03,+3.96751E+00
-2.31400E+00,+5.45331E+00,+721.01E-03,+3.93221E+00
-2.31300E+00,+5.45573E+00,+727.91E-03,+3.97064E+00
-2.31200E+00,+5.45301E+00,+721.62E-03,+3.93593E+00
-2.31100E+00,+5.45062E+00,+727.31E-03,+3.96432E+00
-2.31000E+00,+5.45755E+00,+720.75E-03,+3.93433E+00
-2.30900E+00,+5.45043E+00,+724.90E-03,+3.95087E+00
-2.30800E+00,+5.45301E+00,+720.86E-03,+3.93115E+00
-2.30700E+00,+5.45503E+00,+725.91E-03,+3.96018E+00
-2.30600E+00,+5.45437E+00,+727.22E-03,+3.96651E+00
-2.30500E+00,+5.45639E+00,+730.67E-03,+3.98638E+00
-2.30400E+00,+5.45239E+00,+727.61E-03,+3.96734E+00
-2.30300E+00,+5.45414E+00,+718.88E-03,+3.92164E+00
